work_id,state,district,constituency,house,mp_id,mp_name,work_title,category,implementing_agency,vendor_id,vendor_name,recommendation_date,sanction_date,estimated_cost_inr,sor_benchmark_cost_inr,expenditure_incurred_inr,completion_pct,days_stalled,work_status,latitude,longitude,photo_phash,photo_exif_lat,photo_exif_lon,anomaly_label
WRK00086,Assam,Dibrugarh,Guwahati,LS,MP013,Bikash Barua,Library Building at Dibrugarh Ward 12,Library Building,District Panchayat,V017,United Builders,2021-05-25,2021-06-23,4647487.78,4100000,2541283.65,62,26,In Progress,26.84104,95.666784,aba301cba561e1e9,26.84093,95.666561,NORMAL
WRK00087,Rajasthan,Jodhpur,Jodhpur,LS,MP010,Kavita Joshi,School Building at Jodhpur Ward 2,School Building,ZP,V004,Pioneer Projects Ltd,2023-09-01,2023-09-23,4144110.34,4200000,3815212.21,100,0,Completed,23.555589,76.93097,8a2e6a93c5580bb2,23.556071,76.931572,NORMAL
WRK00088,Gujarat,Kutch,Ahmedabad East,LS,MP011,Rameshwar Patel,Bridge Construction at Kutch Ward 15,Bridge Construction,District Panchayat,V015,Reliable Constructions,2021-10-23,2021-11-12,9255637.9,8500000,9291983.37,100,0,Completed,22.973806,73.876998,5d42b9e9692e07b6,22.974059,73.876588,NORMAL
WRK00089,Uttarakhand,Nainital,Garhwal,LS,MP020,Vikramaditya Rawat,Street Lighting at Nainital Ward 6,Street Lighting,PWD,V015,Reliable Constructions,2022-04-06,2022-05-05,1132321.41,1200000,373310.61,35,54,Stalled,31.257251,81.045539,61c2645ac7332304,31.257255,81.045402,NORMAL
WRK00090,Uttar Pradesh,Prayagraj,Lucknow West,LS,MP007,Vinod Tiwari,Bridge Construction at Prayagraj Ward 17,Bridge Construction,PWD,V004,Pioneer Projects Ltd,2021-02-25,2021-04-17,10193206.53,8500000,7400208.52,67,17,In Progress,28.524106,81.020911,c35b9fea1578d709,28.523618,81.020828,NORMAL
WRK00091,West Bengal,Siliguri,Kolkata South,LS,MP005,Deepak Chatterjee,Road Construction at Siliguri Ward 23,Road Construction,PWD,V003,National Build Corp,2022-02-21,2022-03-31,3439982.85,2800000,178187.17,6,83,Stalled,24.361441,86.76669,07374c86397b5f51,24.36118,86.766057,NORMAL
WRK00092,Gujarat,Surat,Ahmedabad East,LS,MP011,Rameshwar Patel,Bridge Construction at Surat Ward 5,Bridge Construction,District Panchayat,V020,Horizon Build Co,2023-07-03,2023-08-26,7355230.85,8500000,0,0,0,Not Started,23.590669,71.102305,144823f7e7e646c7,23.589978,71.101859,NORMAL
WRK00093,Odisha,Puri,Bhubaneswar,LS,MP018,Soumya Das,Bridge Construction at Puri Ward 21,Bridge Construction,District Panchayat,V003,National Build Corp,2022-04-03,2022-05-02,9863986.95,8500000,9230382.88,100,0,Completed,20.866968,85.199144,e7b7b4c6d6312a80,20.866968,85.199199,NORMAL
WRK00094,Telangana,Warangal,Secunderabad,LS,MP017,G. Krishna Reddy,Bridge Construction at Warangal Ward 1,Bridge Construction,ZP,V003,National Build Corp,2020-11-16,2021-01-04,8215324.76,8500000,6093698.76,73,5,In Progress,16.151017,81.683411,81e03a5e8b48f496,16.151429,81.683422,NORMAL
WRK00095,Assam,Jorhat,Guwahati,LS,MP013,Bikash Barua,Road Construction at Jorhat Ward 18,Road Construction,ZP,V004,Pioneer Projects Ltd,2023-01-09,2023-02-04,3091951.29,2800000,1742247.85,65,25,In Progress,25.040391,93.839758,c1b5b5cabc3536df,25.04015,93.839035,NORMAL
WRK00096,Gujarat,Surat,Ahmedabad East,LS,MP011,Rameshwar Patel,Street Lighting at Surat Ward 11,Street Lighting,PWD,V002,Bharat Infra Works,2023-07-20,2023-09-08,1490793.21,1200000,1371869.49,100,0,Completed,23.393807,74.139073,0b36e356339b77a8,23.394225,74.139677,NORMAL
WRK00097,Rajasthan,Ajmer,Jodhpur,LS,MP010,Kavita Joshi,Drainage Works at Ajmer Ward 29,Drainage Works,Block Development Office,V002,Bharat Infra Works,2023-08-02,2023-08-28,2366733.25,1900000,2359716.06,100,0,Completed,25.059998,77.086819,45f1861954f90429,25.059458,77.08661,NORMAL
WRK00098,Assam,Jorhat,Guwahati,LS,MP013,Bikash Barua,Drainage Works at Jorhat Ward 10,Drainage Works,District Panchayat,V014,Kumar & Associates,2021-12-08,2022-01-18,1872667.84,1900000,1316572.05,67,29,In Progress,25.140211,90.220452,9a3a61036e3c4532,25.140923,90.219945,NORMAL
WRK00099,Gujarat,Ahmedabad,Ahmedabad East,LS,MP011,Rameshwar Patel,Road Construction at Ahmedabad Ward 2,Road Construction,ZP,V012,Bright Future Infra,2022-07-31,2022-08-29,2747270.29,2800000,2078602.53,74,5,In Progress,21.717116,68.371073,6f5842c3ff86cc31,21.716792,68.371816,NORMAL
WRK00100,Uttar Pradesh,Kanpur,Varanasi East,LS,MP003,Rajesh Gupta,Community Hall at Kanpur Ward 19,Community Hall,Municipal Corporation,V003,National Build Corp,2021-11-13,2021-11-24,4009890.75,3800000,3974346.82,100,0,Completed,28.978528,77.364472,a52964ffc74cc890,28.978336,77.36428,NORMAL
WRK00101,Tamil Nadu,Trichy,Chennai Central,LS,MP002,Priya Nair,Bridge Construction at Trichy Ward 17,Bridge Construction,Municipal Corporation,V009,Heritage Contractors,2022-12-28,2023-01-30,9533810.99,8500000,2445259.45,29,18,In Progress,10.08153,77.520419,1d0af7f7f5e4a471,10.080849,77.519961,NORMAL
WRK00102,Assam,Guwahati,Guwahati,LS,MP013,Bikash Barua,Water Supply at Guwahati Ward 26,Water Supply,DRDA,V003,National Build Corp,2023-06-10,2023-07-03,3595955.96,3100000,892507.41,23,118,Stalled,26.015681,90.472616,e60fd4202c33350c,26.015988,90.473411,NORMAL
WRK00103,Gujarat,Vadodara,Ahmedabad East,LS,MP011,Rameshwar Patel,Road Construction at Vadodara Ward 12,Road Construction,Municipal Corporation,V005,Golden Gate Contractors,2022-07-20,2022-08-18,2995996.81,2800000,468424.79,16,76,Stalled,20.658267,69.386274,7e7838c9ca55e38b,20.657586,69.386357,NORMAL
WRK00104,Bihar,Gaya,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Library Building at Gaya Ward 12,Library Building,PWD,V005,Golden Gate Contractors,2021-04-16,2021-05-15,4935164.17,4100000,3808397.16,81,16,In Progress,25.610187,86.174503,12fc7a87a4704d48,25.610115,86.17479,NORMAL
WRK00105,West Bengal,Darjeeling,Kolkata South,LS,MP005,Deepak Chatterjee,Cremation Ground at Darjeeling Ward 10,Cremation Ground,Block Development Office,V011,Anand Construction,2021-08-16,2021-09-22,1937849.03,2100000,460977.22,27,26,In Progress,22.372188,86.475094,5894f7f139b86bb2,22.372831,86.475123,NORMAL
WRK00106,Uttar Pradesh,Agra,Varanasi East,LS,MP003,Rajesh Gupta,School Building at Agra Ward 30,School Building,Block Development Office,V006,Apex Construction Co,2022-06-29,2022-07-17,4636895.91,4200000,1452166.95,31,16,In Progress,27.746755,81.512913,b87b63849fddde2e,27.747333,81.512649,NORMAL
WRK00107,Punjab,Amritsar,Amritsar,LS,MP019,Harpreet Singh,Road Construction at Amritsar Ward 26,Road Construction,PWD,V018,Prime Works Ltd,2022-05-07,2022-06-27,2470969.6,2800000,2435932.69,100,0,Completed,31.354325,73.893886,f4e7069aa4540937,31.354041,73.893457,NORMAL
WRK00108,Assam,Silchar,Guwahati,LS,MP013,Bikash Barua,Street Lighting at Silchar Ward 25,Street Lighting,Block Development Office,V011,Anand Construction,2021-04-13,2021-05-03,1055027.05,1200000,769974.21,81,14,In Progress,26.465975,91.66927,dc5be7d1fcef1972,26.465753,91.669107,NORMAL
WRK00109,Karnataka,Bengaluru Urban,Bengaluru South,LS,MP012,Anand Swaminathan,Health Centre at Bengaluru Urban Ward 30,Health Centre,Municipal Corporation,V014,Kumar & Associates,2021-08-12,2021-09-08,5301492.81,5600000,1737869.12,38,3,In Progress,18.117694,77.975154,dd84caccf6729464,18.118272,77.975628,NORMAL
WRK00110,Punjab,Jalandhar,Amritsar,LS,MP019,Harpreet Singh,School Building at Jalandhar Ward 20,School Building,Municipal Corporation,V008,Metro Build Solutions,2023-09-06,2023-10-18,4852043.91,4200000,2449886.75,59,15,In Progress,32.335698,75.366878,5a57553995560a2d,32.335049,75.366506,NORMAL
WRK00111,Himachal Pradesh,Mandi,Shimla,LS,MP016,Rohit Verma,Sports Facility at Mandi Ward 10,Sports Facility,DRDA,V002,Bharat Infra Works,2021-07-03,2021-08-09,2986448.37,3500000,2806278.73,100,0,Completed,31.397333,77.071064,91fdfa4f0d18ab95,31.397422,77.070833,NORMAL
WRK00112,Uttar Pradesh,Kanpur,Varanasi East,LS,MP003,Rajesh Gupta,Boundary Wall at Kanpur Ward 17,Boundary Wall,ZP,V011,Anand Construction,2022-06-08,2022-07-27,927127.58,900000,354922.75,35,4,In Progress,26.460374,83.141219,5d986115f05eeefe,26.46074,83.140736,NORMAL
WRK00113,Assam,Guwahati,Guwahati,LS,MP013,Bikash Barua,Road Construction at Guwahati Ward 19,Road Construction,Municipal Corporation,V011,Anand Construction,2022-10-05,2022-11-14,2423583.64,2800000,1014464.46,39,19,In Progress,24.645146,95.567623,fd98fe336498abe9,24.645313,95.568165,NORMAL
WRK00114,Gujarat,Kutch,Ahmedabad East,LS,MP011,Rameshwar Patel,Boundary Wall at Kutch Ward 21,Boundary Wall,ZP,V014,Kumar & Associates,2022-07-28,2022-09-06,956642.34,900000,0,0,0,Not Started,21.794446,72.412361,cbf81f864ec3f970,21.795019,72.412937,NORMAL
WRK00115,Maharashtra,Aurangabad,Pune North,LS,MP001,Arjun Sharma,Anganwadi Centre at Aurangabad Ward 23,Anganwadi Centre,Municipal Corporation,V013,Durga Projects,2022-02-15,2022-04-12,2103666.78,2200000,2044905.72,100,0,Completed,18.430855,78.585818,ae441e21d25864f2,18.430484,78.585928,NORMAL
WRK00116,Rajasthan,Jodhpur,Jaipur Rural,LS,MP004,Sunita Devi,Road Construction at Jodhpur Ward 22,Road Construction,Block Development Office,V002,Bharat Infra Works,2023-04-19,2023-05-08,2873963.19,2800000,1289573.85,46,13,In Progress,27.402642,73.650128,84c86c4623595fa4,27.402221,73.649845,NORMAL
WRK00117,Himachal Pradesh,Solan,Shimla,LS,MP016,Rohit Verma,Drainage Works at Solan Ward 10,Drainage Works,ZP,V009,Heritage Contractors,2021-11-12,2021-12-21,1853451.98,1900000,452295.39,26,99,Stalled,32.615969,78.151144,313839757bf33a34,32.616626,78.150767,NORMAL
WRK00118,West Bengal,Durgapur,Howrah,LS,MP008,Anita Roy,Health Centre at Durgapur Ward 10,Health Centre,PWD,V013,Durga Projects,2023-08-30,2023-09-29,6338978.1,5600000,3069698.89,55,9,In Progress,25.356747,87.356746,c5e78b23f4613f09,25.357185,87.356413,NORMAL
WRK00119,Uttar Pradesh,Agra,Varanasi East,LS,MP003,Rajesh Gupta,Street Lighting at Agra Ward 22,Street Lighting,District Panchayat,V005,Golden Gate Contractors,2023-08-17,2023-09-09,1334866.58,1200000,1309219.37,100,0,Completed,29.964656,82.390902,bdab07e79d9d028e,29.964781,82.390475,NORMAL
WRK00120,Telangana,Warangal,Secunderabad,LS,MP017,G. Krishna Reddy,Water Supply at Warangal Ward 21,Water Supply,DRDA,V006,Apex Construction Co,2023-03-27,2023-04-27,2700088.97,3100000,900915.15,32,21,In Progress,15.821244,79.731622,ef5e4376a723fb72,15.821791,79.731586,NORMAL
WRK00121,Uttar Pradesh,Agra,Lucknow West,LS,MP007,Vinod Tiwari,Health Centre at Agra Ward 2,Health Centre,Municipal Corporation,V002,Bharat Infra Works,2021-03-04,2021-05-02,5399330.36,5600000,5324387.67,100,0,Completed,27.37849,82.595694,e1dace6a6afa828c,27.378975,82.596396,NORMAL
WRK00122,Assam,Jorhat,Guwahati,LS,MP013,Bikash Barua,School Building at Jorhat Ward 5,School Building,DRDA,V010,Shree Ram Builders,2022-08-04,2022-08-16,5143502.69,4200000,5067349.43,100,0,Completed,24.518473,95.892861,a42d0cd7fd359f6a,24.518535,95.892851,NORMAL
WRK00123,Telangana,Karimnagar,Secunderabad,LS,MP017,G. Krishna Reddy,Water Supply at Karimnagar Ward 28,Water Supply,PWD,V011,Anand Construction,2021-07-19,2021-08-19,2874086.13,3100000,2784521.47,100,0,Completed,16.854786,78.056516,aca58d95915a1c30,16.855156,78.056029,NORMAL
WRK00124,Assam,Jorhat,Guwahati,LS,MP013,Bikash Barua,Boundary Wall at Jorhat Ward 11,Boundary Wall,PWD,V001,Sunrise Constructions Pvt Ltd,2023-02-08,2023-04-01,883053.6,900000,924780.34,100,0,Completed,25.962071,95.5957,3c4b1eec6231ee73,25.961994,95.595328,NORMAL
WRK00125,Rajasthan,Ajmer,Jodhpur,LS,MP010,Kavita Joshi,Cremation Ground at Ajmer Ward 10,Cremation Ground,Block Development Office,V017,United Builders,2022-11-14,2023-01-07,1794606.02,2100000,1794907.37,100,0,Completed,26.350844,70.905508,4f9c4027c5144d98,26.351118,70.90573,NORMAL
WRK00126,Karnataka,Mysuru,Bengaluru South,LS,MP012,Anand Swaminathan,Water Supply at Mysuru Ward 17,Water Supply,Municipal Corporation,V007,Delta Infratech,2023-08-19,2023-09-07,3822127.07,3100000,2626088.23,67,13,In Progress,17.889578,77.483812,c1369c65ae2ae341,17.889716,77.484246,NORMAL
WRK00127,Bihar,Muzaffarpur,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Road Construction at Muzaffarpur Ward 22,Road Construction,Municipal Corporation,V018,Prime Works Ltd,2021-08-05,2021-08-18,3407314.07,2800000,0,0,0,Not Started,27.189242,84.310784,53ff84612a1f1b61,27.189752,84.31069,NORMAL
WRK00128,Uttar Pradesh,Prayagraj,Lucknow West,LS,MP007,Vinod Tiwari,Anganwadi Centre at Prayagraj Ward 24,Anganwadi Centre,ZP,V015,Reliable Constructions,2023-10-05,2023-11-12,1950028.65,2200000,0,0,0,Not Started,26.84731,81.000684,8f0d55400ec7d662,26.847256,81.001178,NORMAL
WRK00129,Maharashtra,Nashik,Pune North,LS,MP001,Arjun Sharma,Water Supply at Nashik Ward 6,Water Supply,District Panchayat,V002,Bharat Infra Works,2022-02-04,2022-03-23,3647402.0,3100000,3514471.0,100,0,Completed,19.382078,77.091657,ef0bea4ffc737d92,19.382038,77.091333,NORMAL
WRK00130,West Bengal,Siliguri,Kolkata South,LS,MP005,Deepak Chatterjee,Community Hall at Siliguri Ward 13,Community Hall,Block Development Office,V005,Golden Gate Contractors,2023-01-16,2023-02-23,4739142.03,3800000,1195771.43,29,78,Stalled,26.995623,89.38567,59077299dc3bbdd8,26.995075,89.386465,NORMAL
WRK00131,Telangana,Warangal,Secunderabad,LS,MP017,G. Krishna Reddy,Water Supply at Warangal Ward 2,Water Supply,PWD,V005,Golden Gate Contractors,2021-01-18,2021-02-16,3670178.8,3100000,2566064.77,74,17,In Progress,16.741623,79.318876,effa20023040413c,16.742162,79.319274,NORMAL
WRK00132,Arunachal Pradesh,Itanagar,Arunachal West,LS,MP014,Col. Tenzing Norbu,Water Supply at Itanagar Ward 25,Water Supply,DRDA,V002,Bharat Infra Works,2021-06-08,2021-07-26,2890541.21,3100000,2860675.37,100,0,Completed,28.63953,91.78719,3bfda8a6705fddf5,28.639587,91.787607,NORMAL
WRK00133,Tamil Nadu,Coimbatore,Chennai Central,LS,MP002,Priya Nair,Boundary Wall at Coimbatore Ward 29,Boundary Wall,DRDA,V008,Metro Build Solutions,2022-02-28,2022-04-25,1122654.04,900000,633759.62,61,7,In Progress,8.873606,78.972892,46707cd64ceda164,8.872975,78.973544,NORMAL
WRK00134,Maharashtra,Nashik,Nashik,LS,MP006,Meena Kulkarni,Sports Facility at Nashik Ward 5,Sports Facility,DRDA,V018,Prime Works Ltd,2022-10-17,2022-12-07,3668869.1,3500000,2100239.33,60,22,In Progress,16.405775,75.72462,d96e684f3db0174e,16.40538,75.725156,NORMAL
WRK00135,Bihar,Patna,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Sports Facility at Patna Ward 9,Sports Facility,PWD,V015,Reliable Constructions,2023-03-20,2023-05-04,3552748.48,3500000,2239960.84,69,7,In Progress,25.356842,83.695352,891f691217abb863,25.357165,83.69486,NORMAL
WRK00136,Assam,Guwahati,Guwahati,LS,MP013,Bikash Barua,Road Construction at Guwahati Ward 16,Road Construction,Municipal Corporation,V007,Delta Infratech,2022-02-09,2022-03-21,2590742.89,2800000,2684151.93,100,0,Completed,25.282433,95.426663,bdd151b0f64ab6ec,25.281883,95.427457,NORMAL
WRK00137,West Bengal,Darjeeling,Howrah,LS,MP008,Anita Roy,School Building at Darjeeling Ward 24,School Building,ZP,V012,Bright Future Infra,2022-03-22,2022-05-06,4236341.86,4200000,2293026.21,56,12,In Progress,25.197712,87.064531,7f4d908ce1fff6c0,25.197663,87.065012,NORMAL
WRK00138,Himachal Pradesh,Mandi,Shimla,LS,MP016,Rohit Verma,School Building at Mandi Ward 13,School Building,Block Development Office,V019,City Developers,2023-04-16,2023-04-28,4192784.27,4200000,1784074.68,48,23,In Progress,31.082322,78.878178,4b91b8cb6ae66582,31.081822,78.877892,NORMAL
WRK00139,Punjab,Ludhiana,Amritsar,LS,MP019,Harpreet Singh,Anganwadi Centre at Ludhiana Ward 24,Anganwadi Centre,DRDA,V016,Star Infrastructure,2022-10-28,2022-11-23,2354565.43,2200000,0,0,0,Not Started,30.965863,76.04303,bb96f6022b115c36,30.966287,76.042476,NORMAL
WRK00140,Odisha,Puri,Bhubaneswar,LS,MP018,Soumya Das,School Building at Puri Ward 5,School Building,DRDA,V001,Sunrise Constructions Pvt Ltd,2021-03-19,2021-05-01,5110390.97,4200000,5248395.07,100,0,Completed,22.336903,85.476115,d7b102a92332a50e,22.337091,85.475444,NORMAL
WRK00141,Maharashtra,Mumbai,Pune North,LS,MP001,Arjun Sharma,Boundary Wall at Mumbai Ward 1,Boundary Wall,District Panchayat,V001,Sunrise Constructions Pvt Ltd,2021-03-16,2021-05-04,929163.48,900000,731521.59,81,21,In Progress,15.635707,77.178642,b8e19f568787ea21,15.635383,77.179355,NORMAL
WRK00142,Telangana,Karimnagar,Secunderabad,LS,MP017,G. Krishna Reddy,School Building at Karimnagar Ward 8,School Building,DRDA,V009,Heritage Contractors,2021-06-04,2021-07-17,3749787.6,4200000,3482764.51,100,0,Completed,17.95847,80.949986,5f804eeb143a9aff,17.95913,80.949924,NORMAL
WRK00143,West Bengal,Durgapur,Howrah,LS,MP008,Anita Roy,Road Construction at Durgapur Ward 28,Road Construction,DRDA,V003,National Build Corp,2021-02-19,2021-03-06,3112184.01,2800000,2050682.99,68,17,In Progress,25.129464,88.681665,6f14b3f6d867888b,25.129672,88.681397,NORMAL
WRK00144,Rajasthan,Ajmer,Jaipur Rural,LS,MP004,Sunita Devi,Road Construction at Ajmer Ward 7,Road Construction,Block Development Office,V019,City Developers,2023-08-05,2023-09-01,2637338.48,2800000,2403016.78,100,0,Completed,29.664211,77.413943,2dea2d2d086c405f,29.664827,77.413636,NORMAL
WRK00145,Punjab,Ludhiana,Amritsar,LS,MP019,Harpreet Singh,Drainage Works at Ludhiana Ward 2,Drainage Works,Block Development Office,V005,Golden Gate Contractors,2022-08-16,2022-09-05,2320944.95,1900000,1720169.96,69,21,In Progress,30.49519,76.142389,1413d64db962c8a7,30.495191,76.14318,NORMAL
WRK00146,Rajasthan,Kota,Jaipur Rural,LS,MP004,Sunita Devi,Water Supply at Kota Ward 8,Water Supply,District Panchayat,V011,Anand Construction,2022-10-12,2022-11-29,3674956.58,3100000,0,0,0,Not Started,29.87498,72.990987,45f8c28da255e1bb,29.875388,72.990905,NORMAL
WRK00147,Karnataka,Hubballi,Bengaluru South,LS,MP012,Anand Swaminathan,Drainage Works at Hubballi Ward 5,Drainage Works,District Panchayat,V003,National Build Corp,2023-02-03,2023-02-18,1756160.76,1900000,0,0,0,Not Started,13.567656,75.133669,277b06674499d0a6,13.567484,75.134089,NORMAL
WRK00148,Assam,Silchar,Guwahati,LS,MP013,Bikash Barua,Community Hall at Silchar Ward 3,Community Hall,ZP,V018,Prime Works Ltd,2020-12-13,2021-01-11,3391957.39,3800000,1617585.29,54,3,In Progress,24.830828,92.527715,1a7167c768759545,24.830147,92.527484,NORMAL
WRK00149,Uttarakhand,Nainital,Garhwal,LS,MP020,Vikramaditya Rawat,Drainage Works at Nainital Ward 9,Drainage Works,ZP,V008,Metro Build Solutions,2023-03-25,2023-04-28,1624378.87,1900000,0,0,0,Not Started,30.657078,79.558378,2b69c95e85671b58,30.657344,79.557826,NORMAL
WRK00150,Rajasthan,Udaipur,Jodhpur,LS,MP010,Kavita Joshi,Anganwadi Centre at Udaipur Ward 4,Anganwadi Centre,Block Development Office,V008,Metro Build Solutions,2021-11-02,2021-12-09,1998422.64,2200000,1888435.13,100,0,Completed,28.6352,72.677899,7eece88da002352a,28.635335,72.6774,NORMAL
WRK00151,West Bengal,Durgapur,Kolkata South,LS,MP005,Deepak Chatterjee,Road Construction at Durgapur Ward 16,Road Construction,Municipal Corporation,V020,Horizon Build Co,2022-09-24,2022-11-12,3442682.28,2800000,1992914.08,62,14,In Progress,26.14821,89.323985,52171c884ce953a7,26.148358,89.324298,NORMAL
WRK00152,Gujarat,Surat,Ahmedabad East,LS,MP011,Rameshwar Patel,Drainage Works at Surat Ward 18,Drainage Works,PWD,V013,Durga Projects,2022-06-24,2022-08-20,2351231.17,1900000,1916383.32,82,30,In Progress,21.215152,70.506754,ee9bf3e11d27c09a,21.215244,70.506896,NORMAL
WRK00153,Maharashtra,Aurangabad,Nashik,LS,MP006,Meena Kulkarni,Road Construction at Aurangabad Ward 22,Road Construction,Block Development Office,V014,Kumar & Associates,2023-06-10,2023-08-04,3447365.16,2800000,3515115.64,100,0,Completed,20.088922,73.174017,23a13e207fd255ee,20.089114,73.173622,NORMAL
WRK00154,West Bengal,Siliguri,Kolkata South,LS,MP005,Deepak Chatterjee,Drainage Works at Siliguri Ward 3,Drainage Works,Block Development Office,V012,Bright Future Infra,2023-07-24,2023-09-09,1671213.5,1900000,1516262.53,84,29,In Progress,25.442741,88.028945,cff2b1c4e53f9644,25.442794,88.029165,NORMAL
WRK00155,Rajasthan,Jodhpur,Jaipur Rural,LS,MP004,Sunita Devi,Community Hall at Jodhpur Ward 19,Community Hall,Municipal Corporation,V009,Heritage Contractors,2021-02-14,2021-04-01,3482834.51,3800000,1140380.18,30,72,Stalled,26.09928,69.59282,bf31c29f82bbad84,26.099307,69.592949,NORMAL
WRK00156,West Bengal,Siliguri,Howrah,LS,MP008,Anita Roy,Community Hall at Siliguri Ward 7,Community Hall,Block Development Office,V004,Pioneer Projects Ltd,2023-10-03,2023-10-22,3824523.94,3800000,770685.89,23,15,In Progress,23.87106,89.743084,592c11072444d301,23.87079,89.743014,NORMAL
WRK00157,Telangana,Karimnagar,Secunderabad,LS,MP017,G. Krishna Reddy,Community Hall at Karimnagar Ward 24,Community Hall,Block Development Office,V011,Anand Construction,2023-04-22,2023-06-17,3953767.05,3800000,2194497.33,60,2,In Progress,19.121762,77.729392,ad5900dd1bff3142,19.122193,77.730046,NORMAL
WRK00158,West Bengal,Darjeeling,Howrah,LS,MP008,Anita Roy,School Building at Darjeeling Ward 19,School Building,DRDA,V014,Kumar & Associates,2022-09-25,2022-11-09,4497209.29,4200000,3728441.8,79,7,In Progress,25.089634,86.564186,bcc57be00779250a,25.089798,86.563706,NORMAL
WRK00159,Arunachal Pradesh,Ziro,Arunachal West,LS,MP014,Col. Tenzing Norbu,Road Construction at Ziro Ward 9,Road Construction,ZP,V004,Pioneer Projects Ltd,2022-01-30,2022-02-26,3169303.89,2800000,0,0,0,Not Started,28.945316,91.869126,5da49cb92fdc9992,28.945066,91.869056,NORMAL
WRK00160,Himachal Pradesh,Solan,Shimla,LS,MP016,Rohit Verma,Health Centre at Solan Ward 8,Health Centre,ZP,V010,Shree Ram Builders,2023-01-27,2023-03-15,6097214.66,5600000,5809412.34,100,0,Completed,31.673582,76.286594,15b24e1d97154633,31.673829,76.286278,NORMAL
WRK00161,Rajasthan,Jaipur,Jodhpur,LS,MP010,Kavita Joshi,School Building at Jaipur Ward 27,School Building,ZP,V006,Apex Construction Co,2021-09-05,2021-10-17,4197154.2,4200000,1468975.31,37,18,In Progress,24.337427,75.092414,7d592e192ab7b2ef,24.337123,75.09192,NORMAL
WRK00162,Bihar,Patna,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Community Hall at Patna Ward 6,Community Hall,Block Development Office,V014,Kumar & Associates,2023-09-02,2023-09-20,4676799.76,3800000,4478464.29,100,0,Completed,26.097063,86.565349,6a66c1847de1bf5d,26.097365,86.565259,NORMAL
WRK00163,Uttar Pradesh,Prayagraj,Varanasi East,LS,MP003,Rajesh Gupta,Road Construction at Prayagraj Ward 19,Road Construction,Block Development Office,V019,City Developers,2022-02-28,2022-03-28,3271386.6,2800000,3054580.4,100,0,Completed,25.776357,83.033626,c4134dc2c5c5ae8a,25.77635,83.033643,NORMAL
WRK00164,Rajasthan,Udaipur,Jaipur Rural,LS,MP004,Sunita Devi,Sports Facility at Udaipur Ward 25,Sports Facility,Municipal Corporation,V018,Prime Works Ltd,2022-12-09,2023-01-22,4127595.93,3500000,0,0,0,Not Started,23.299596,75.827026,6cd6f011fd61f13b,23.299025,75.827543,NORMAL
WRK00165,West Bengal,Durgapur,Howrah,LS,MP008,Anita Roy,Road Construction at Durgapur Ward 26,Road Construction,Block Development Office,V012,Bright Future Infra,2022-11-30,2022-12-15,2883700.22,2800000,1062759.69,35,24,In Progress,22.696306,88.824213,a1fd41879c3a1e0b,22.696203,88.824394,NORMAL
WRK00166,Uttar Pradesh,Varanasi,Lucknow West,LS,MP007,Vinod Tiwari,Road Construction at Varanasi Ward 14,Road Construction,Block Development Office,V017,United Builders,2023-11-30,2023-12-27,3018483.27,2800000,1354838.72,41,10,In Progress,25.802126,81.45279,1860ad28d0afb235,25.801602,81.453189,NORMAL
WRK00167,Tamil Nadu,Madurai,Chennai Central,LS,MP002,Priya Nair,Bridge Construction at Madurai Ward 13,Bridge Construction,DRDA,V013,Durga Projects,2021-09-04,2021-09-29,9609850.19,8500000,9113160.34,100,0,Completed,9.436796,79.742934,93d228d424655c39,9.436986,79.74312,NORMAL
WRK00168,Bihar,Patna,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Road Construction at Patna Ward 28,Road Construction,Block Development Office,V003,National Build Corp,2022-05-31,2022-07-24,2831192.87,2800000,862148.58,28,88,Stalled,25.347326,83.312365,755cee2af8ded777,25.34752,83.312679,NORMAL
WRK00169,Uttar Pradesh,Prayagraj,Varanasi East,LS,MP003,Rajesh Gupta,Drainage Works at Prayagraj Ward 21,Drainage Works,PWD,V016,Star Infrastructure,2023-05-07,2023-05-30,1780550.75,1900000,1000220.72,61,26,In Progress,27.457518,78.092516,aebbb90ee4e751de,27.457895,78.091781,NORMAL
WRK00170,Bihar,Patna,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Bridge Construction at Patna Ward 12,Bridge Construction,Municipal Corporation,V010,Shree Ram Builders,2021-10-13,2021-11-20,10385071.78,8500000,8445175.71,74,6,In Progress,27.210103,87.710739,eec71a30dfda35b2,27.210644,87.710082,NORMAL
WRK00171,Tamil Nadu,Chennai,Coimbatore North,LS,MP009,Suresh Pillai,Community Hall at Chennai Ward 17,Community Hall,District Panchayat,V004,Pioneer Projects Ltd,2021-11-22,2021-12-05,4240053.39,3800000,2563822.92,59,23,In Progress,9.364377,78.953038,7a10013f36a2c52b,9.36377,78.953174,NORMAL
